"AdjR","DV","EnsembleX","EnsembleY","N","ResultedCoeff","VAR_color","a","acc","accuracy","average_response_time","avg_rt","b","b_participant","background","button","c","canvas_backend","clock_backend","coeff_a","coeff_b","color_backend","compression","correct","correct_information_sketchpad_0","correct_information_sketchpad_1","correct_information_sketchpad_2","correct_information_sketchpad_3","correct_information_sketchpad_4","correct_information_sketchpad_5","correct_information_sketchpad_6","count_canvas_script","count_canvas_script_p","count_correction_script","count_experiment","count_final_logger","count_fixation_point_1_p","count_fixation_point_2_p","count_fixationpoint_1","count_fixationpoint_2","count_information_sketchpad_0","count_information_sketchpad_1","count_information_sketchpad_2","count_information_sketchpad_2_5","count_information_sketchpad_3","count_information_sketchpad_4","count_information_sketchpad_5","count_information_sketchpad_6","count_information_sketchpad_7","count_main_experiment","count_mainexperiment_loop","count_mouse_script","count_mouse_script_p","count_outlier_script","count_outlier_script_p","count_practice","count_practice_loop","count_prep_script","count_prep_script_p","count_theta_script","datetime","description","disable_garbage_collection","distance_participant","distance_stimuli","end_resp","ex","experiment_file","experiment_path","ey","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","i1","keyboard_backend","live_row","live_row_mainexperiment_loop","live_row_practice_loop","logfile","m_participant","max_value","mean_a0","mean_a1","mean_a_outlier","mean_b0","mean_b2","mean_b_outlier","min_value","mouse_backend","n_outlier","opensesame_codename","opensesame_version","outlier_tail","pos","pos_outlier","r","r_direction","repeat_cycle","response","response_information_sketchpad_0","response_information_sketchpad_1","response_information_sketchpad_2","response_information_sketchpad_2_5","response_information_sketchpad_3","response_information_sketchpad_4","response_information_sketchpad_5","response_information_sketchpad_6","response_information_sketchpad_7","response_time","response_time_information_sketchpad_0","response_time_information_sketchpad_1","response_time_information_sketchpad_2","response_time_information_sketchpad_2_5","response_time_information_sketchpad_3","response_time_information_sketchpad_4","response_time_information_sketchpad_5","response_time_information_sketchpad_6","response_time_information_sketchpad_7","round_decimals","rz","rz2","sampler_backend","shit","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","start_resp","std_a1","std_b2","std_dev_a0","std_dev_a_outlier","std_dev_b0","std_dev_b_outlier","subject_nr","subject_parity","sx","sy","thetax","time_canvas_script","time_canvas_script_p","time_correction_script","time_experiment","time_final_logger","time_fixation_point_1_p","time_fixation_point_2_p","time_fixationpoint_1","time_fixationpoint_2","time_information_sketchpad_0","time_information_sketchpad_1","time_information_sketchpad_2","time_information_sketchpad_2_5","time_information_sketchpad_3","time_information_sketchpad_4","time_information_sketchpad_5","time_information_sketchpad_6","time_information_sketchpad_7","time_main_experiment","time_mainexperiment_loop","time_mouse_script","time_mouse_script_p","time_outlier_script","time_outlier_script_p","time_practice","time_practice_loop","time_prep_script","time_prep_script_p","time_theta_script","timestamp","title","tolerance","total_correct","total_response_time","total_responses","variable_color","width","x1","x2","y1","y2","y_stimuli"
"0.44351928359268167","-3.3292850652897243","15.266219043840266","37.492583939730736","50","0.5986558553741419","1","-0.3435612574933009","undefined","undefined","undefined","undefined","-0.6541474755735672","14.723404255319153","#808180","1","0.3577087330668681","psycho","psycho","27.483677336456566","-28.75413722766379","psycho","0.75","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","0","7","7","0","0","7","7","0","0","0","0","0","NA","0","0","0","0","0","0","0","0","7","0","7","7","0","0","7","0","Tue May 20 17:50:18 2025","The main experiment item","False","140.67071493471028","144.0","381795.60889978893","164.0","scatterplot experiment_3.osexp","C:\Users\B128-G\Desktop\OZGUR","158.0","False","mono","False","18","no","white","no","yes","1080","49","psycho","0","0","7","C:/Users/B128-G/Desktop/OZGUR/subject-416.csv","-1.053191489361702","240","120","92.51632266354343","-180","120","148.7541372276638","0","0","psycho","0","Melodramatic Milgram","4.0.24","-1","50","0","0.6","-1","0","return","return","return","return","NA","return","return","return","return","NA","4195.554699981585","136647.60670019314","103889.71720007248","56928.406399907544","NA","10804.515500087291","2388.2075999863446","5945.951799862087","4195.554699981585","NA","2","-0.047867180125132094","0.002291266933131841","psycho","1","1024","2","48000","-16","experiment","380132.00249988586","56.36618845208092","62.51575179265754","60","12","60","12","416","even","-118.0","-139.0","0.8932111710856983","378763.4093000088","362413.42689981684","365396.1989998352","3888.2766999304295","381812.50499980524","361396.24329982325","361912.94899978675","377745.6776998006","378262.38679978997","3908.6723998188972","140570.47989987768","244483.70240000077","NA","301431.59909988753","312247.9061000049","367546.079599997","373512.4878999777","NA","377727.2962999996","377708.39479984716","379112.848599907","362746.6181998607","377728.1363999937","361383.43349983916","361381.05429988354","314636.5121998824","377727.336099837","361381.21539982967","381812.4688998796","381795.60889978893","Yeni deney","0.005","0","0","0","red","1920","-200","200","-178.64223421713965","178.64223421713965","3.0"
"0.42441941002296707","-12.96240013024098","-7.533849216703032","-18.954480438373622","50","0.6013669076009137","0","-0.2640751459202403","undefined","undefined","undefined","undefined","-0.7357669842006476","3.0693641618497054","#808180","1","0.3598421301208879","psycho","psycho","-0.7321966528212158","-46.833866877629475","psycho","1.25","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","1","7","7","0","1","7","7","1","1","0","0","0","NA","0","0","0","0","0","1","0","1","7","1","7","7","0","1","7","1","Tue May 20 17:50:18 2025","The main experiment item","False","99.48270842955539","112.44510855979637","385412.13229997084","192.0","scatterplot experiment_3.osexp","C:\Users\B128-G\Desktop\OZGUR","129.0","False","mono","False","18","no","white","no","yes","1080","49","psycho","1","1","7","C:/Users/B128-G/Desktop/OZGUR/subject-416.csv","-0.6878612716763006","240","120","120.73219665282122","180","120","166.83386687762948","0","0","psycho","1","Melodramatic Milgram","4.0.24","1","50","0","0.6","-1","0","return","return","return","return","NA","return","return","return","return","NA","4195.554699981585","136647.60670019314","103889.71720007248","56928.406399907544","NA","10804.515500087291","2388.2075999863446","5945.951799862087","4195.554699981585","NA","2","0.012564628092868594","0.00015786987911210268","psycho","1","1024","2","48000","-16","experiment","384235.9767998569","48.86917224863423","46.97690628071889","60","12","60","12","416","even","-154.0","-109.0","0.8932111710856983","382879.4309999794","362413.42689981684","365396.1989998352","3888.2766999304295","385428.98490000516","361396.24329982325","361912.94899978675","381862.2162998654","382378.85819980875","3908.6723998188972","140570.47989987768","244483.70240000077","NA","301431.59909988753","312247.9061000049","367546.079599997","373512.4878999777","NA","381841.4707998745","377708.39479984716","383212.32949988917","362746.6181998607","381843.97469996475","361383.43349983916","361381.05429988354","314636.5121998824","381841.5833998006","361381.21539982967","385428.9138999302","385412.13229997084","Yeni deney","0.005","0","0","0","white","1920","-200","200","-178.64223421713965","178.64223421713965","5.0"
"0.44046609300705314","-15.002526398580727","-53.64462178627541","-98.9942631583269","50","0.6028052625038648","0","-0.3297260607545163","undefined","undefined","undefined","undefined","-0.6688499349382127","-1.2707423580785928","#808180","1","0.35857599569272897","psycho","psycho","-17.489583337519406","-57.05683484786448","psycho","0.75","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","2","7","7","0","2","7","7","2","2","0","0","0","NA","0","0","0","0","0","2","0","2","7","2","7","7","0","2","7","2","Tue May 20 17:50:18 2025","The main experiment item","False","128.99747360141927","144.0","389112.0964998845","132.0","scatterplot experiment_3.osexp","C:\Users\B128-G\Desktop\OZGUR","135.0","False","mono","False","18","no","white","no","yes","1080","49","psycho","2","2","7","C:/Users/B128-G/Desktop/OZGUR/subject-416.csv","-1.0131004366812226","240","120","137.4895833375194","180","120","177.05683484786448","0","0","psycho","0","Melodramatic Milgram","4.0.24","1","50","0","0.6","-1","0","return","return","return","return","NA","return","return","return","return","NA","4195.554699981585","136647.60670019314","103889.71720007248","56928.406399907544","NA","10804.515500087291","2388.2075999863446","5945.951799862087","4195.554699981585","NA","2","-0.03773598159941032","0.0014240043072710343","psycho","1","1024","2","48000","-16","experiment","387835.97409981303","52.01286718779337","46.755047521304114","60","12","60","12","416","even","-97.0","-97.0","0.8932111710856983","386479.52339984477","362413.42689981684","365396.1989998352","3888.2766999304295","389128.85839981027","361396.24329982325","361912.94899978675","385462.1032997966","385978.70359988883","3908.6723998188972","140570.47989987768","244483.70240000077","NA","301431.59909988753","312247.9061000049","367546.079599997","373512.4878999777","NA","385451.2943997979","377708.39479984716","386812.6170998439","362746.6181998607","385451.94349996746","361383.43349983916","361381.05429988354","314636.5121998824","385451.34019991383","361381.21539982967","389128.8194998633","389112.0964998845","Yeni deney","0.005","0","0","0","white","1920","-200","200","-178.64223421713965","178.64223421713965","3.0"
"0.22052050670581402","-32.97566937292349","-12.775396128579484","-2.7697531525335535","50","0.29917424940587467","0","-0.7637979566360321","undefined","undefined","undefined","undefined","-0.23521465315993803","49.80909090909091","#808180","1","0.08901260979597016","psycho","psycho","12.849471021491155","-31.325709172024318","psycho","0.75","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","3","7","7","0","3","7","7","3","3","0","0","0","NA","0","0","0","0","0","3","0","3","7","3","7","7","0","3","7","3","Tue May 20 17:50:18 2025","The main experiment item","False","111.02433062707651","144.0","392562.0128000155","158.0","scatterplot experiment_3.osexp","C:\Users\B128-G\Desktop\OZGUR","152.0","False","mono","False","18","no","white","no","yes","1080","49","psycho","3","3","7","C:/Users/B128-G/Desktop/OZGUR/subject-416.csv","-1.2772727272727273","240","120","107.15052897850885","180","120","151.32570917202432","0","0","psycho","0","Melodramatic Milgram","4.0.24","1","50","0","0.3","-1","0","return","return","return","return","NA","return","return","return","return","NA","4195.554699981585","136647.60670019314","103889.71720007248","56928.406399907544","NA","10804.515500087291","2388.2075999863446","5945.951799862087","4195.554699981585","NA","2","0.031422765696702055","0.0009873902040298354","psycho","1","1024","2","48000","-16","experiment","391403.9969998412","55.09562877979067","57.229798474482436","60","12","60","12","416","even","-62.0","-129.0","0.8932111710856983","390179.1303998325","362413.42689981684","365396.1989998352","3888.2766999304295","392578.72069999576","361396.24329982325","361912.94899978675","389161.9657999836","389678.67729999125","3908.6723998188972","140570.47989987768","244483.70240000077","NA","301431.59909988753","312247.9061000049","367546.079599997","373512.4878999777","NA","389150.1131998375","377708.39479984716","390512.0841998141","362746.6181998607","389151.4349000063","361383.43349983916","361381.05429988354","314636.5121998824","389150.2497999463","361381.21539982967","392578.68369994685","392562.0128000155","Yeni deney","0.005","0","0","0","white","1920","-200","200","-178.64223421713965","178.64223421713965","3.0"
"0.4200806508172805","-22.81822049409196","56.34616689090091","-18.491753446716984","50","0.5969145693904627","0","-0.24815690510078064","undefined","undefined","undefined","undefined","-0.7511989158408734","-18.489932885906043","#808180","1","0.3593558209416541","psycho","psycho","-4.789644181921261","-41.71658401948383","psycho","1.25","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","4","7","7","0","4","7","7","4","4","0","0","0","NA","0","0","0","0","0","4","0","4","7","4","7","7","0","4","7","4","Tue May 20 17:50:18 2025","The main experiment item","False","89.6268880657044","112.44510855979637","396095.06929991767","-170.0","scatterplot experiment_3.osexp","C:\Users\B128-G\Desktop\OZGUR","140.0","False","mono","False","18","no","white","no","yes","1080","49","psycho","4","4","7","C:/Users/B128-G/Desktop/OZGUR/subject-416.csv","0.714765100671141","240","120","124.78964418192126","180","120","161.71658401948383","0","0","psycho","1","Melodramatic Milgram","4.0.24","1","50","0","0.6","1","0","return","return","return","return","NA","return","return","return","return","NA","4195.554699981585","136647.60670019314","103889.71720007248","56928.406399907544","NA","10804.515500087291","2388.2075999863446","5945.951799862087","4195.554699981585","NA","2","0.02538068277934787","0.0006441790583458855","psycho","1","1024","2","48000","-16","experiment","394636.0007999465","60.429021349561054","57.79460075145802","60","12","60","12","416","even","128.0","-73.0","0.8932111710856983","393628.70579981245","362413.42689981684","365396.1989998352","3888.2766999304295","396112.2789999936","361396.24329982325","361912.94899978675","392611.86999990605","393128.49709996954","3908.6723998188972","140570.47989987768","244483.70240000077","NA","301431.59909988753","312247.9061000049","367546.079599997","373512.4878999777","NA","392598.4431998804","377708.39479984716","393962.01569982804","362746.6181998607","392600.35589989275","361383.43349983916","361381.05429988354","314636.5121998824","392598.5928999726","361381.21539982967","396112.23839991726","396095.06929991767","Yeni deney","0.005","0","0","0","white","1920","-200","200","-178.64223421713965","178.64223421713965","-5.0"
"0.26450741768387737","-69.13549580203751","-74.45124351962802","-5.198295281060155","50","0.3017740326460868","0","-0.904828424115964","undefined","undefined","undefined","undefined","-0.09310379308279682","-23.835913312693492","#808180","1","0.08793221719876085","psycho","psycho","4.741042866319944","-30.013240669541858","psycho","0.75","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","5","7","7","0","5","7","7","5","5","0","0","0","NA","0","0","0","0","0","5","0","5","7","5","7","7","0","5","7","5","Tue May 20 17:50:18 2025","The main experiment item","False","74.86450419796249","144.0","401394.9436999392","124.0","scatterplot experiment_3.osexp","C:\Users\B128-G\Desktop\OZGUR","101.0","False","mono","False","18","no","white","no","yes","1080","49","psycho","5","5","7","C:/Users/B128-G/Desktop/OZGUR/subject-416.csv","-0.6222910216718266","240","120","115.25895713368006","-180","120","150.01324066954186","0","0","psycho","5","Melodramatic Milgram","4.0.24","-1","50","5","0.3","-1","0","return","return","return","return","NA","return","return","return","return","NA","4195.554699981585","136647.60670019314","103889.71720007248","56928.406399907544","NA","10804.515500087291","2388.2075999863446","5945.951799862087","4195.554699981585","NA","2","-0.04547287984325543","0.002067782801239146","psycho","1","1024","2","48000","-16","experiment","399643.9629998058","63.487730541742536","64.93080305997954","60","12","60","12","416","even","-199.0","-100.0","0.8932111710856983","397161.9737998117","362413.42689981684","365396.1989998352","3888.2766999304295","401411.7625998333","361396.24329982325","361912.94899978675","396145.01199987717","396661.7552000098","3908.6723998188972","140570.47989987768","244483.70240000077","NA","301431.59909988753","312247.9061000049","367546.079599997","373512.4878999777","NA","396133.7003998924","377708.39479984716","397495.6010999158","362746.6181998607","396134.6032000147","361383.43349983916","361381.05429988354","314636.5121998824","396133.8237999007","361381.21539982967","401411.7238000035","401394.9436999392","Yeni deney","0.005","0","0","0","white","1920","-200","200","-178.64223421713965","178.64223421713965","3.0"
"0.4190985019768209","-9.885759404117806","-46.93005553490377","19.621033155378598","50","0.5973482929308516","0","-0.2446519409227156","undefined","undefined","undefined","undefined","-0.7545506373342854","-4.694915254237287","#808180","1","0.359202578257001","psycho","psycho","1.646217998201621","-49.883806833528695","psycho","0.75","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","6","7","7","0","6","7","7","6","6","0","0","0","NA","0","0","0","0","0","6","0","6","7","6","7","7","0","6","7","6","Tue May 20 17:50:18 2025","The main experiment item","False","134.1142405958822","144.0","405178.1414998695","-140.0","scatterplot experiment_3.osexp","C:\Users\B128-G\Desktop\OZGUR","153.0","False","mono","False","18","no","white","no","yes","1080","49","psycho","6","6","7","C:/Users/B128-G/Desktop/OZGUR/subject-416.csv","1.0593220338983051","240","120","118.35378200179838","-180","120","169.8838068335287","0","0","psycho","0","Melodramatic Milgram","4.0.24","-1","50","0","0.6","1","0","return","return","return","return","NA","return","return","return","return","NA","4195.554699981585","136647.60670019314","103889.71720007248","56928.406399907544","NA","10804.515500087291","2388.2075999863446","5945.951799862087","4195.554699981585","NA","2","0.028238656890846366","0.000797421742998945","psycho","1","1024","2","48000","-16","experiment","403691.9608998578","61.924589382074885","48.90820954307399","60","12","60","12","416","even","96.0","-97.0","0.8932111710856983","402478.23579981923","362413.42689981684","365396.1989998352","3888.2766999304295","405194.9405998457","361396.24329982325","361912.94899978675","401461.53400000185","401978.15479990095","3908.6723998188972","140570.47989987768","244483.70240000077","NA","301431.59909988753","312247.9061000049","367546.079599997","373512.4878999777","NA","401440.4654998798","377708.39479984716","402811.62849999964","362746.6181998607","401441.29149988294","361383.43349983916","361381.05429988354","314636.5121998824","401440.5096999835","361381.21539982967","405194.89909987897","405178.1414998695","Yeni deney","0.005","0","0","0","white","1920","-200","200","-178.64223421713965","178.64223421713965","-3.0"
"0.24141938933089385","-29.751725732447397","65.80764800185926","33.80134030008111","50","0.2951834274367114","0","-0.8268724056182588","undefined","undefined","undefined","undefined","-0.1731133947111637","-9.086309523809518","#808180","1","0.08998580032942252","psycho","psycho","12.13824915120658","-25.4184499816337","psycho","1","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","7","7","7","0","7","7","7","7","7","0","0","0","NA","0","0","0","0","0","7","0","7","7","7","7","7","0","7","7","7","Tue May 20 17:50:18 2025","The main experiment item","False","97.52749488113115","127.27922061357854","409611.30229989067","163.0","scatterplot experiment_3.osexp","C:\Users\B128-G\Desktop\OZGUR","126.0","False","mono","False","18","no","white","no","yes","1080","49","psycho","7","7","7","C:/Users/B128-G/Desktop/OZGUR/subject-416.csv","-0.7172619047619048","240","120","107.86175084879342","-180","120","145.4184499816337","0","0","psycho","1","Melodramatic Milgram","4.0.24","-1","50","0","0.3","-1","0","return","return","return","return","NA","return","return","return","return","NA","4195.554699981585","136647.60670019314","103889.71720007248","56928.406399907544","NA","10804.515500087291","2388.2075999863446","5945.951799862087","4195.554699981585","NA","2","-0.0037682450261985506","1.4199670577470116e-05","psycho","1","1024","2","48000","-16","experiment","407875.97909988835","49.42335989153342","54.11912124350985","60","12","60","12","416","even","-173.0","-115.0","0.8932111710856983","406245.0443999842","362413.42689981684","365396.1989998352","3888.2766999304295","409628.1111999415","361396.24329982325","361912.94899978675","405228.10489987023","405744.7590997908","3908.6723998188972","140570.47989987768","244483.70240000077","NA","301431.59909988753","312247.9061000049","367546.079599997","373512.4878999777","NA","405216.383599909","377708.39479984716","406578.6640997976","362746.6181998607","405217.05310000107","361383.43349983916","361381.05429988354","314636.5121998824","405216.5072998032","361381.21539982967","409628.07069998235","409611.30229989067","Yeni deney","0.005","0","0","0","white","1920","-200","200","-178.64223421713965","178.64223421713965","4"
"0.19467698964692282","-109.87350283056334","123.15191330349379","-36.60677972637288","50","0.2982801546797662","1","-0.6942563052903112","undefined","undefined","undefined","undefined","-0.30056933897612315","20.989304812834224","#808180","1","0.08482564426643446","psycho","psycho","-0.13030304563945094","-24.46648427493409","psycho","1.25","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","8","7","7","0","8","7","7","8","8","0","0","0","NA","0","0","0","0","0","8","0","8","7","8","7","7","0","8","7","8","Tue May 20 17:50:18 2025","The main experiment item","False","2.571605729233026","112.44510855979637","414027.8239999898","168.0","scatterplot experiment_3.osexp","C:\Users\B128-G\Desktop\OZGUR","-43.0","False","mono","False","18","no","white","no","yes","1080","49","psycho","8","8","7","C:/Users/B128-G/Desktop/OZGUR/subject-416.csv","0.13101604278074866","240","120","120.13030304563945","-180","120","144.4664842749341","0","0","psycho","1","Melodramatic Milgram","4.0.24","-1","50","0","0.3","1","0","return","return","return","return","NA","return","return","return","return","NA","4195.554699981585","136647.60670019314","103889.71720007248","56928.406399907544","NA","10804.515500087291","2388.2075999863446","5945.951799862087","4195.554699981585","NA","2","0.07193299474904077","0.005174355733565527","psycho","1","1024","2","48000","-16","experiment","412387.987999944","50.92599431107133","61.28998874028675","60","12","60","12","416","even","-206.0","6.0","0.8932111710856983","410678.21359983645","362413.42689981684","365396.1989998352","3888.2766999304295","414044.6345999371","361396.24329982325","361912.94899978675","409661.2692999188","410177.92980000377","3908.6723998188972","140570.47989987768","244483.70240000077","NA","301431.59909988753","312247.9061000049","367546.079599997","373512.4878999777","NA","409650.93329991214","377708.39479984716","411011.3184999209","362746.6181998607","409652.3686000146","361383.43349983916","361381.05429988354","314636.5121998824","409650.9769000113","361381.21539982967","414044.59099983796","414027.8239999898","Yeni deney","0.005","0","0","0","red","1920","-200","200","-178.64223421713965","178.64223421713965","-5.0"
"0.4383722488388064","-14.907486442988315","55.62971119865338","23.282895689279258","50","0.5993292628755694","0","-0.3205026004952496","undefined","undefined","undefined","undefined","-0.6785427833747725","9.865889212827994","#808180","1","0.3590453838700221","psycho","psycho","4.755006518555689","-60.67403496891151","psycho","1.25","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","9","7","7","0","9","7","7","9","9","0","0","0","NA","0","0","0","0","0","9","0","9","7","9","7","7","0","9","7","9","Tue May 20 17:50:18 2025","The main experiment item","False","97.53762211680805","112.44510855979637","418311.02089979686","144.0","scatterplot experiment_3.osexp","C:\Users\B128-G\Desktop\OZGUR","72.0","False","mono","False","18","no","white","no","yes","1080","49","psycho","9","9","7","C:/Users/B128-G/Desktop/OZGUR/subject-416.csv","-0.5685131195335277","240","120","115.24499348144431","-180","120","180.6740349689115","0","0","psycho","1","Melodramatic Milgram","4.0.24","-1","50","0","0.6","-1","0","return","return","return","return","NA","return","return","return","return","NA","4195.554699981585","136647.60670019314","103889.71720007248","56928.406399907544","NA","10804.515500087291","2388.2075999863446","5945.951799862087","4195.554699981585","NA","2","-0.03089686278536849","0.0009546161299778883","psycho","1","1024","2","48000","-16","experiment","416435.97669992596","61.15951524784","48.71866891772084","60","12","60","12","416","even","-199.0","-123.0","0.8932111710856983","415095.0209000148","362413.42689981684","365396.1989998352","3888.2766999304295","418327.831099974","361396.24329982325","361912.94899978675","414077.7867999859","414594.4673998747","3908.6723998188972","140570.47989987768","244483.70240000077","NA","301431.59909988753","312247.9061000049","367546.079599997","373512.4878999777","NA","414066.29360001534","377708.39479984716","415427.79729980975","362746.6181998607","414067.12329993024","361383.43349983916","361381.05429988354","314636.5121998824","414066.33729999885","361381.21539982967","418327.79189990833","418311.02089979686","Yeni deney","0.005","0","0","0","white","1920","-200","200","-178.64223421713965","178.64223421713965","5.0"
