"AdjR","DV","EnsembleX","EnsembleY","N","OutlierX","OutlierY","ResultedCoeff","VAR_color","a","acc","accuracy","average_response_time","avg_rt","b","b_participant","background","button","c","canvas_backend","clock_backend","coeff_a","coeff_b","color_backend","compression","correct","correct_information_sketchpad_0","correct_information_sketchpad_1","correct_information_sketchpad_2","correct_information_sketchpad_2_5","correct_information_sketchpad_3","correct_information_sketchpad_4","correct_information_sketchpad_5","correct_information_sketchpad_6","count_canvas_script","count_canvas_script_p","count_correction_script","count_experiment","count_final_logger","count_fixation_point_1_p","count_fixation_point_2_p","count_fixationpoint_1","count_fixationpoint_2","count_information_sketchpad_0","count_information_sketchpad_1","count_information_sketchpad_2","count_information_sketchpad_2_5","count_information_sketchpad_3","count_information_sketchpad_4","count_information_sketchpad_5","count_information_sketchpad_6","count_information_sketchpad_7","count_main_experiment","count_mainexperiment_loop","count_mouse_script","count_mouse_script_p","count_outlier_script","count_outlier_script_p","count_practice","count_practice_loop","count_prep_script","count_prep_script_p","count_theta_script","datetime","description","disable_garbage_collection","distance_participant","distance_stimuli","end_resp","ex","experiment_file","experiment_path","ey","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","i1","i2","keyboard_backend","live_row","live_row_mainexperiment_loop","live_row_practice_loop","logfile","m_participant","max_value","mean_a0","mean_a1","mean_a_outlier","mean_b0","mean_b2","mean_b_outlier","min_value","mouse_backend","n_outlier","opensesame_codename","opensesame_version","outlier_tail","pos","pos_outlier","r","r_direction","repeat_cycle","response","response_information_sketchpad_0","response_information_sketchpad_1","response_information_sketchpad_2","response_information_sketchpad_2_5","response_information_sketchpad_3","response_information_sketchpad_4","response_information_sketchpad_5","response_information_sketchpad_6","response_information_sketchpad_7","response_time","response_time_information_sketchpad_0","response_time_information_sketchpad_1","response_time_information_sketchpad_2","response_time_information_sketchpad_2_5","response_time_information_sketchpad_3","response_time_information_sketchpad_4","response_time_information_sketchpad_5","response_time_information_sketchpad_6","response_time_information_sketchpad_7","round_decimals","rz","rz2","sampler_backend","shit","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","start_resp","std_a1","std_b2","std_dev_a0","std_dev_a_outlier","std_dev_b0","std_dev_b_outlier","subject_nr","subject_parity","sx","sy","thetax","time_canvas_script","time_canvas_script_p","time_correction_script","time_experiment","time_final_logger","time_fixation_point_1_p","time_fixation_point_2_p","time_fixationpoint_1","time_fixationpoint_2","time_information_sketchpad_0","time_information_sketchpad_1","time_information_sketchpad_2","time_information_sketchpad_2_5","time_information_sketchpad_3","time_information_sketchpad_4","time_information_sketchpad_5","time_information_sketchpad_6","time_information_sketchpad_7","time_main_experiment","time_mainexperiment_loop","time_mouse_script","time_mouse_script_p","time_outlier_script","time_outlier_script_p","time_practice","time_practice_loop","time_prep_script","time_prep_script_p","time_theta_script","timestamp","title","tolerance","total_correct","total_response_time","total_responses","variable_color","width","x1","x2","y1","y2","y_stimuli"
"0.24197653512324802","-121.83042256967255","57.41835279040353","11.826627305629245","50","-183.75209118729222","16.049022798446593","0.2966139556256459","0","-0.828646441245345","undefined","undefined","undefined","undefined","-0.1713311057978861","3.979591836734694","#808180","1","0.08997754704323103","psycho","psycho","4.549011342281375","-29.75340523580465","psycho","1","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","0","7","7","0","0","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","7","7","0","0","7","0","Thu Nov 14 16:56:47 2024","The main experiment item","False","5.448798043905991","127.27922061357854","266716.68439987116","120.0","scatterplot experiment_3.osexp","C:\Users\B128\Desktop\Özgür","-3.0","False","mono","False","18","no","white","no","yes","1080","49","4","psycho","0","0","7","C:/Users/B128/Desktop/Özgür/Özgür - Scatterplots - Exp 3 - Data/subject-407.csv","-0.00816326530612245","240","120","115.45098865771863","-180","120","149.75340523580465","0","0","psycho","5","Melodramatic Milgram","4.0.13","-1","50","5","0.3","-1","0","space","space","space","space","space","space","space","space","space","NA","3573.199199978262","110988.37590008043","28970.531899947673","26195.660799974576","8540.291600162163","6844.578899908811","1821.3259000331163","3906.5783000551164","3573.199199978262","NA","2","-0.00473845510361318","2.245295676895779e-05","psycho","1","1024","2","48000","-16","experiment","264685.65359991044","51.031823327427745","51.96013475650915","60","12","60","12","407","odd","-125.0","-5.0","-0.9161557410483893","260584.93170002475","245297.5393999368","249937.3138998635","4096.309999935329","266730.3541000001","244289.77329982445","244797.13329998776","259576.9056000281","260084.74619989283","4113.344499841332","115107.21839987673","144082.11879990995","170281.42789984122","178825.13429992832","185672.35319991596","252067.1466998756","255976.4906000346","NA","259571.91820000298","259550.24009989575","260938.8983999379","245620.3430998139","259573.4158998821","244286.45469993353","244284.27749988623","187493.99069999345","259572.06679997034","244284.4436999876","266730.3128999192","266716.68439987116","Yeni deney","0.005","0","0","0","white","1920","-200","200","183.23114820967785","-183.23114820967785","4"
"0.2633143161301924","-15.287772959669496","-9.27380969693132","-31.303377342110238","50","-197.5507959118134","-9.660880818457882","0.29562668544994924","1","-0.9005659252322702","undefined","undefined","undefined","undefined","-0.09756440313086476","-10.651006711409394","#808180","1","0.08813032836313481","psycho","psycho","-1.3306157702204473","-19.224493124531023","psycho","0.75","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","1","7","7","0","1","7","7","1","1","0","0","0","0","0","0","0","0","0","1","0","1","7","1","7","7","0","1","7","1","Thu Nov 14 16:56:47 2024","The main experiment item","False","128.7122270403305","144.0","271440.24159992114","43.0","scatterplot experiment_3.osexp","C:\Users\B128\Desktop\Özgür","60.0","False","mono","False","18","no","white","no","yes","1080","49","4","psycho","1","1","7","C:/Users/B128/Desktop/Özgür/Özgür - Scatterplots - Exp 3 - Data/subject-407.csv","-1.1476510067114094","240","120","121.33061577022045","-180","120","139.22449312453102","0","0","psycho","1","Melodramatic Milgram","4.0.13","-1","50","0","0.3","-1","0","space","space","space","space","space","space","space","space","space","NA","3573.199199978262","110988.37590008043","28970.531899947673","26195.660799974576","8540.291600162163","6844.578899908811","1821.3259000331163","3906.5783000551164","3573.199199978262","NA","2","-0.043239699777694963","0.0018696716368651939","psycho","1","1024","2","48000","-16","experiment","269261.66249997914","62.47923257258899","58.42859234806378","60","12","60","12","407","odd","-106.0","-111.0","-0.9161557410483893","267769.64469999075","245297.5393999368","249937.3138998635","4096.309999935329","271451.52619993314","244289.77329982445","244797.13329998776","266761.67349983007","267269.50749987736","4113.344499841332","115107.21839987673","144082.11879990995","170281.42789984122","178825.13429992832","185672.35319991596","252067.1466998756","255976.4906000346","NA","266757.416700013","259550.24009989575","268097.91949996725","245620.3430998139","266758.5678999312","244286.45469993353","244284.27749988623","187493.99069999345","266757.55899981596","244284.4436999876","271451.48629997857","271440.24159992114","Yeni deney","0.005","0","0","0","red","1920","-200","200","183.23114820967785","-183.23114820967785","3.0"
"0.27338958930212914","14.708313481768826","-2.8732764076420096","-44.04892313008273","50","-183.09657057430317","-5.509351052667672","0.29503493771388317","0","-0.9374235628220476","undefined","undefined","undefined","undefined","-0.05868512797274796","121.66666666666666","#808180","1","0.08610869079479555","psycho","psycho","-7.75345833112506","-27.619836256334793","psycho","1","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","2","7","7","0","2","7","7","2","2","0","0","0","0","0","0","0","0","0","2","0","2","7","2","7","7","0","2","7","2","Thu Nov 14 16:56:47 2024","The main experiment item","False","141.98753409534737","127.27922061357854","279845.3931999393","-11.0","scatterplot experiment_3.osexp","C:\Users\B128\Desktop\Özgür","-81.0","False","mono","False","18","no","white","no","yes","1080","49","4","psycho","2","2","7","C:/Users/B128/Desktop/Özgür/Özgür - Scatterplots - Exp 3 - Data/subject-407.csv","3.696969696969697","240","120","127.75345833112506","-180","120","147.6198362563348","0","0","psycho","1","Melodramatic Milgram","4.0.13","-1","50","0","0.3","1","0","space","space","space","space","space","space","space","space","space","NA","3573.199199978262","110988.37590008043","28970.531899947673","26195.660799974576","8540.291600162163","6844.578899908811","1821.3259000331163","3906.5783000551164","3573.199199978262","NA","2","-0.0623803591301336","0.0038913092052044428","psycho","1","1024","2","48000","-16","experiment","278477.65569994226","46.484075087453824","61.013742109992364","60","12","60","12","407","odd","-44.0","41.0","-0.9161557410483893","272483.672299888","245297.5393999368","249937.3138998635","4096.309999935329","279861.8641998619","244289.77329982445","244797.13329998776","271475.65919999033","271983.49979985505","4113.344499841332","115107.21839987673","144082.11879990995","170281.42789984122","178825.13429992832","185672.35319991596","252067.1466998756","255976.4906000346","NA","271471.7573998496","259550.24009989575","272816.92789983936","245620.3430998139","271472.44549985044","244286.45469993353","244284.27749988623","187493.99069999345","271471.8905999325","244284.4436999876","279861.8175999727","279845.3931999393","Yeni deney","0.005","0","0","0","white","1920","-200","200","183.23114820967785","-183.23114820967785","-4"
"0.19261842270569424","-51.968051428933755","-121.02630281844868","-3.3909076960853213","50","-187.56171170178854","10.216574568047612","0.30341279042326225","1","-0.6890793546892925","undefined","undefined","undefined","undefined","-0.3052915446183051","-8.0","#808180","1","0.08437089930759756","psycho","psycho","3.152679614846633","-14.55979018049689","psycho","1.25","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","3","7","7","0","3","7","7","3","3","0","0","0","0","0","0","0","0","0","3","0","3","7","3","7","7","0","3","7","3","Thu Nov 14 16:56:47 2024","The main experiment item","False","60.47705713086261","112.44510855979637","284161.9788999669","114.0","scatterplot experiment_3.osexp","C:\Users\B128\Desktop\Özgür","-27.0","False","mono","False","18","no","white","no","yes","1080","49","4","psycho","3","3","7","C:/Users/B128/Desktop/Özgür/Özgür - Scatterplots - Exp 3 - Data/subject-407.csv","0.30701754385964913","240","120","116.84732038515337","-180","120","134.5597901804969","0","0","psycho","5","Melodramatic Milgram","4.0.13","-1","50","5","0.3","1","0","space","space","space","space","space","space","space","space","space","NA","3573.199199978262","110988.37590008043","28970.531899947673","26195.660799974576","8540.291600162163","6844.578899908811","1821.3259000331163","3906.5783000551164","3573.199199978262","NA","2","0.07502733296874176","0.005629100692402443","psycho","1","1024","2","48000","-16","experiment","282197.6979000028","59.5385986190821","47.2711607681711","60","12","60","12","407","odd","-114.0","43.0","-0.9161557410483893","280897.1903999336","245297.5393999368","249937.3138998635","4096.309999935329","284178.71529981494","244289.77329982445","244797.13329998776","279888.5907998774","280396.5104999952","4113.344499841332","115107.21839987673","144082.11879990995","170281.42789984122","178825.13429992832","185672.35319991596","252067.1466998756","255976.4906000346","NA","279883.1529999152","259550.24009989575","281241.2829999812","245620.3430998139","279885.3947999887","244286.45469993353","244284.27749988623","187493.99069999345","279883.2000999246","244284.4436999876","284178.6640000064","284161.9788999669","Yeni deney","0.005","0","0","0","red","1920","-200","200","183.23114820967785","-183.23114820967785","-5.0"
"0.4531491075661304","-35.45908240318835","16.283933498614687","4.475707506505671","50","-187.56171170178854","10.216574568047612","0.5960127466675369","0","-0.39041986567060377","undefined","undefined","undefined","undefined","-0.6029990261953962","-11.172248803827756","#808180","1","0.353418891866","psycho","psycho","8.481916433805821","-33.16798155696415","psycho","1.25","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","4","7","7","0","4","7","7","4","4","0","0","0","0","0","0","0","0","0","4","0","4","7","4","7","7","0","4","7","4","Thu Nov 14 16:56:47 2024","The main experiment item","False","76.98602615660802","112.44510855979637","289145.2861998696","93.0","scatterplot experiment_3.osexp","C:\Users\B128\Desktop\Özgür","-40.0","False","mono","False","18","no","white","no","yes","1080","49","4","psycho","4","4","7","C:/Users/B128/Desktop/Özgür/Özgür - Scatterplots - Exp 3 - Data/subject-407.csv","0.5502392344497608","240","120","111.51808356619418","180","120","153.16798155696415","0","0","psycho","0","Melodramatic Milgram","4.0.13","1","50","0","0.6","1","0","space","space","space","space","space","space","space","space","space","NA","3573.199199978262","110988.37590008043","28970.531899947673","26195.660799974576","8540.291600162163","6844.578899908811","1821.3259000331163","3906.5783000551164","3573.199199978262","NA","2","-0.0811240293254717","0.006581108133999993","psycho","1","1024","2","48000","-16","experiment","287653.6626999732","55.319025508391306","50.731100905404254","60","12","60","12","407","odd","-116.0","75.0","-0.9161557410483893","285206.8472998217","245297.5393999368","249937.3138998635","4096.309999935329","289161.9869999122","244289.77329982445","244797.13329998776","284202.6331999805","284706.04459987953","4113.344499841332","115107.21839987673","144082.11879990995","170281.42789984122","178825.13429992832","185672.35319991596","252067.1466998756","255976.4906000346","NA","284198.33679986186","259550.24009989575","285529.17169989087","245620.3430998139","284199.5631000027","244286.45469993353","244284.27749988623","187493.99069999345","284198.38860002346","244284.4436999876","289161.9323999621","289145.2861998696","Yeni deney","0.005","0","0","0","white","1920","-200","200","183.23114820967785","-183.23114820967785","-5.0"
"0.46650812705935896","-17.398397013229896","-15.766280142291038","12.426419375576074","50","-187.56171170178854","10.216574568047612","0.6027847998875572","1","-0.4646801653976244","undefined","undefined","undefined","undefined","-0.5181861528506104","-9.054878048780495","#808180","1","0.34286631824823477","psycho","psycho","1.188128095892722","-51.47971522404899","psycho","0.75","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","5","7","7","0","5","7","7","5","5","0","0","0","0","0","0","0","0","0","5","0","5","7","5","7","7","0","5","7","5","Thu Nov 14 16:56:47 2024","The main experiment item","False","126.6016029867701","144.0","294262.0448998641","65.0","scatterplot experiment_3.osexp","C:\Users\B128\Desktop\Özgür","80.0","False","mono","False","18","no","white","no","yes","1080","49","4","psycho","5","5","7","C:/Users/B128/Desktop/Özgür/Özgür - Scatterplots - Exp 3 - Data/subject-407.csv","-1.0914634146341464","240","120","118.81187190410728","-180","120","171.479715224049","0","0","psycho","0","Melodramatic Milgram","4.0.13","-1","50","0","0.6","-1","0","space","space","space","space","space","space","space","space","space","NA","3573.199199978262","110988.37590008043","28970.531899947673","26195.660799974576","8540.291600162163","6844.578899908811","1821.3259000331163","3906.5783000551164","3573.199199978262","NA","2","-0.13089569034832746","0.017133681751765228","psycho","1","1024","2","48000","-16","experiment","292309.67590003274","60.293286921249454","48.338972931959255","60","12","60","12","407","odd","-99.0","-99.0","-0.9161557410483893","290190.5371998437","245297.5393999368","249937.3138998635","4096.309999935329","294278.9183999412","244289.77329982445","244797.13329998776","289185.96089980565","289690.0675999932","4113.344499841332","115107.21839987673","144082.11879990995","170281.42789984122","178825.13429992832","185672.35319991596","252067.1466998756","255976.4906000346","NA","289182.2076998651","259550.24009989575","290514.97599994764","245620.3430998139","289182.91319999844","244286.45469993353","244284.27749988623","187493.99069999345","289182.3458999861","244284.4436999876","294278.86540000327","294262.0448998641","Yeni deney","0.005","0","0","0","red","1920","-200","200","183.23114820967785","-183.23114820967785","3.0"
"0.27083494543918984","-12.19914296977197","4.998371252109045","-132.0966310108022","50","177.9955257686387","10.668978311841478","0.29751183548880644","0","-0.9278901675910218","undefined","undefined","undefined","undefined","-0.06880750869026706","-1.9655172413793025","#808180","1","0.08669767628128884","psycho","psycho","-17.257276326843254","-36.53804845868564","psycho","0.75","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","6","7","7","0","6","7","7","6","6","0","0","0","0","0","0","0","0","0","6","0","6","7","6","7","7","0","6","7","6","Thu Nov 14 16:56:47 2024","The main experiment item","False","131.80085703022803","144.0","299434.65339997783","78.0","scatterplot experiment_3.osexp","C:\Users\B128\Desktop\Özgür","84.0","False","mono","False","18","no","white","no","yes","1080","49","4","psycho","6","6","7","C:/Users/B128/Desktop/Özgür/Özgür - Scatterplots - Exp 3 - Data/subject-407.csv","-1.0517241379310345","240","120","137.25727632684325","180","120","156.53804845868564","0","0","psycho","1","Melodramatic Milgram","4.0.13","1","50","0","0.3","-1","0","space","space","space","space","space","space","space","space","space","NA","3573.199199978262","110988.37590008043","28970.531899947673","26195.660799974576","8540.291600162163","6844.578899908811","1821.3259000331163","3906.5783000551164","3573.199199978262","NA","2","-0.05746584828148936","0.0033023237187111538","psycho","1","1024","2","48000","-16","experiment","297821.66110002436","64.88868371467714","56.19600868991722","60","12","60","12","407","odd","-96.0","-99.0","-0.9161557410483893","295313.38549987413","245297.5393999368","249937.3138998635","4096.309999935329","299445.46449999325","244289.77329982445","244797.13329998776","294304.30760001764","294812.9433998838","4113.344499841332","115107.21839987673","144082.11879990995","170281.42789984122","178825.13429992832","185672.35319991596","252067.1466998756","255976.4906000346","NA","294300.2628998365","259550.24009989575","295640.2807999402","245620.3430998139","294301.13009992056","244286.45469993353","244284.27749988623","187493.99069999345","294300.3169998992","244284.4436999876","299445.4198998865","299434.65339997783","Yeni deney","0.005","0","0","0","white","1920","-200","200","183.23114820967785","-183.23114820967785","3.0"
"0.39720047995247204","-26.538755296353912","-86.28476871805486","89.36715834573033","50","-191.19944299782992","-11.352401900839771","0.6040313474378529","0","-0.17493420854327618","undefined","undefined","undefined","undefined","-0.8172946958216061","14.742424242424235","#808180","1","0.3522289043648822","psycho","psycho","0.3520148314990479","-39.59121479706306","psycho","1.25","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","7","7","7","0","7","7","7","7","7","0","0","0","0","0","0","0","0","0","7","0","7","7","7","7","7","0","7","7","7","Thu Nov 14 16:56:47 2024","The main experiment item","False","85.90635326344245","112.44510855979637","304267.6634998061","71.0","scatterplot experiment_3.osexp","C:\Users\B128\Desktop\Özgür","-61.0","False","mono","False","18","no","white","no","yes","1080","49","4","psycho","7","7","7","C:/Users/B128/Desktop/Özgür/Özgür - Scatterplots - Exp 3 - Data/subject-407.csv","0.6515151515151515","240","120","119.64798516850095","-180","120","159.59121479706306","0","0","psycho","1","Melodramatic Milgram","4.0.13","-1","50","0","0.6","1","0","space","space","space","space","space","space","space","space","space","NA","3573.199199978262","110988.37590008043","28970.531899947673","26195.660799974576","8540.291600162163","6844.578899908811","1821.3259000331163","3906.5783000551164","3573.199199978262","NA","2","0.0881538180405013","0.007771095635117814","psycho","1","1024","2","48000","-16","experiment","302077.67080003396","61.785019416043774","56.26526917223758","60","12","60","12","407","odd","-127.0","68.0","-0.9161557410483893","300478.9324000012","245297.5393999368","249937.3138998635","4096.309999935329","304279.3381998781","244289.77329982445","244797.13329998776","299470.22869996727","299978.3087000251","4113.344499841332","115107.21839987673","144082.11879990995","170281.42789984122","178825.13429992832","185672.35319991596","252067.1466998756","255976.4906000346","NA","299465.1670998428","259550.24009989575","300806.75169988535","245620.3430998139","299467.19520003535","244286.45469993353","244284.27749988623","187493.99069999345","299465.21819988266","244284.4436999876","304279.2918998748","304267.6634998061","Yeni deney","0.005","0","0","0","white","1920","-200","200","183.23114820967785","-183.23114820967785","-5.0"
"0.40176600347827696","11.192715936020747","108.99707067964903","-24.053134560417618","50","-181.42962803750848","11.663169219205766","0.5990177757088492","1","-0.1882355657631259","undefined","undefined","undefined","undefined","-0.8059532797475808","-7.5862068965517295","#808180","1","0.3541888455107067","psycho","psycho","8.194515924356196","-51.89742278777817","psycho","1","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","8","7","7","0","8","7","7","8","8","0","0","0","0","0","0","0","0","0","8","0","8","7","8","7","7","0","8","7","8","Thu Nov 14 16:56:47 2024","The main experiment item","False","138.4719365495993","127.27922061357854","309679.7321999911","54.0","scatterplot experiment_3.osexp","C:\Users\B128\Desktop\Özgür","-52.0","False","mono","False","18","no","white","no","yes","1080","49","4","psycho","8","8","7","C:/Users/B128/Desktop/Özgür/Özgür - Scatterplots - Exp 3 - Data/subject-407.csv","1.103448275862069","240","120","111.8054840756438","-180","120","171.89742278777817","0","0","psycho","5","Melodramatic Milgram","4.0.13","-1","50","5","0.6","1","0","space","space","space","space","space","space","space","space","space","NA","3573.199199978262","110988.37590008043","28970.531899947673","26195.660799974576","8540.291600162163","6844.578899908811","1821.3259000331163","3906.5783000551164","3573.199199978262","NA","2","0.07623092869231829","0.005811154489293316","psycho","1","1024","2","48000","-16","experiment","307829.64459992945","60.145546119794496","50.08501933387989","60","12","60","12","407","odd","-62.0","76.0","-0.9161557410483893","305311.5063000005","245297.5393999368","249937.3138998635","4096.309999935329","309695.4477999825","244289.77329982445","244797.13329998776","304303.82319982164","304811.1996999942","4113.344499841332","115107.21839987673","144082.11879990995","170281.42789984122","178825.13429992832","185672.35319991596","252067.1466998756","255976.4906000346","NA","304299.5392999146","259550.24009989575","305651.6873999499","245620.3430998139","304300.7415998727","244286.45469993353","244284.27749988623","187493.99069999345","304299.72889996134","244284.4436999876","309695.3977998346","309679.7321999911","Yeni deney","0.005","0","0","0","red","1920","-200","200","183.23114820967785","-183.23114820967785","-4"
"0.4409415443471213","2.4786346397984147","48.00770416598397","64.33837217893151","50","190.428543934644","1.219790343711263","0.5990751442335077","1","-0.33185006251505406","undefined","undefined","undefined","undefined","-0.6666053565079122","-14.84472049689441","#808180","1","0.35845541902296624","psycho","psycho","-3.2525568831264167","-55.66162782106849","psycho","1","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","9","7","7","0","9","7","7","9","9","0","0","0","0","0","0","0","0","0","9","0","9","7","9","7","7","0","9","7","9","Thu Nov 14 16:56:47 2024","The main experiment item","False","129.75785525337696","127.27922061357854","314328.722700011","39.0","scatterplot experiment_3.osexp","C:\Users\B128\Desktop\Özgür","49.0","False","mono","False","18","no","white","no","yes","1080","49","4","psycho","9","9","7","C:/Users/B128/Desktop/Özgür/Özgür - Scatterplots - Exp 3 - Data/subject-407.csv","-0.8757763975155279","240","120","123.25255688312642","180","120","175.6616278210685","0","0","psycho","1","Melodramatic Milgram","4.0.13","1","50","0","0.6","-1","0","space","space","space","space","space","space","space","space","space","NA","3573.199199978262","110988.37590008043","28970.531899947673","26195.660799974576","8540.291600162163","6844.578899908811","1821.3259000331163","3906.5783000551164","3573.199199978262","NA","2","-0.039301157451578375","0.0015445809770337545","psycho","1","1024","2","48000","-16","experiment","312453.6847998388","64.13854051856592","55.01115260573123","60","12","60","12","407","odd","-122.0","-92.0","-0.9161557410483893","310814.2356998287","245297.5393999368","249937.3138998635","4096.309999935329","314354.7141999006","244289.77329982445","244797.13329998776","309805.6159999687","310313.93469986506","4113.344499841332","115107.21839987673","144082.11879990995","170281.42789984122","178825.13429992832","185672.35319991596","252067.1466998756","255976.4906000346","NA","309799.8494999483","259550.24009989575","311143.8700999133","245620.3430998139","309801.98240000755","244286.45469993353","244284.27749988623","187493.99069999345","309800.0332999509","244284.4436999876","314354.67020003125","314328.722700011","Yeni deney","0.005","0","0","0","red","1920","-200","200","183.23114820967785","-183.23114820967785","4"
